2014	12.392	28695
2013	9.299	27988
2013	8.263	26977
2013	15.417	26977
2013	22.586	28995
2013	11.297	26977
2013	14.823	26977
2013	10.286	27988
2013	21.236	27988
2013	14.541	26988
2013	20.542	26988
2013	7.874	23988
2013	14.763	24988
2013	8.227	24988
2013	13.882	24988
2013	12.842	24988
2013	14.895	30995
2012	35.010	26977
2013	8.674	24988
2012	53.545	21988
2013	10.798	24988
2013	11.606	23988
2013	17.295	23988
2013	12.117	23988
2013	12.254	24988
2013	18.679	23988
2013	8.817	25488
2013	18.992	27988
2013	16.744	27988
2013	18.278	27988
